"Date","Conservative","Labour","Liberal Democrats","SDP","SNP","Plaid","Reform","UKIP","Green"
"2019-11-30","42.71702","30.89434","14.10313",,"3.48933","0.35629","3.82906",,"3.09768"
"2019-11-29","42.48051","30.57696","14.28745",,"3.51918","0.34705","4.04911",,"3.18359"
"2019-11-28","42.07832","30.28838","14.48806",,"3.44488","0.38339","4.46742",,"3.14241"
"2019-11-26","41.67709","29.97532","14.77377",,"3.51631","0.38339","4.82456",,"3.14241"
"2019-11-25","41.60542","29.68624","14.99022",,"3.48048","0.38339","4.93254",,"3.14241"
"2019-11-23","41.32770","29.33746","15.15316",,"3.50417","0.37931","5.28070",,"3.23669"
"2019-11-22","40.91995","28.98391","15.27006",,"3.54820","0.40719","5.89989",,"3.29279"
"2019-11-21","40.32164","28.91681","15.47775",,"3.53295","0.46148","6.46354",,"3.26453"
"2019-11-20","40.02849","28.68029","15.42755",,"3.59715","0.50204","6.87724",,"3.33678"
"2019-11-19","39.84461","28.62937","15.36673",,"3.52855","0.50274","7.38007",,"3.26747"
"2019-11-18","39.67696","28.39520","15.40686",,"3.56083","0.54847","7.66844",,"3.26316"
"2019-11-16","39.24869","28.33989","15.45406",,"3.58776","0.49811","8.18027",,"3.28740"
"2019-11-15","38.53058","27.86788","15.82774",,"3.64324","0.48896","8.74079",,"3.61581"
"2019-11-14","38.27543","27.50152","16.16232",,"3.68105","0.53290","8.94795",,"3.66361"
"2019-11-12","37.99773","26.89262","16.30407",,"3.76188","0.56703","9.37352",,"3.83712"
"2019-11-11","37.72349","26.44654","16.55555",,"3.74924","0.60285","9.76420",,"3.99726"
"2019-11-10","37.38197","26.15812","16.77443",,"3.81565","0.60841","9.76938",,"4.41331"
"2019-11-09","37.22039","25.95326","16.75939",,"3.81282","0.67913","9.97518",,"4.48191"
"2019-11-08","36.98610","25.52969","16.90369",,"3.85781","0.75128","10.25445",,"4.64404"
"2019-11-06","36.64243","25.68818","17.00184",,"3.87154","0.72082","10.52327",,"4.51504"
"2019-11-05","36.42814","25.83104","17.07327",,"3.87154","0.64940","10.59470","0.35649","4.44361"
"2019-11-04","36.35742","25.33599","17.28543",,"3.87154","0.64940","10.66542","0.35649","4.65578"
"2019-11-02","36.12999","25.42546","17.30957",,"3.82978","0.67955","10.72212","0.39665","4.64417"
"2019-11-01","35.58378","25.31622","17.64010",,"3.89560","0.67815","10.84677","0.39525","4.71140"
"2019-10-31","35.25010","25.19386","17.74106",,"3.88087","0.63692","11.11598","0.43801","4.88154"
"2019-10-30","35.01396","24.66117","18.28569",,"3.80375","0.70835","11.22758","0.43801","5.00032"
"2019-10-28","35.12690","24.72973","18.50402",,"3.85777","0.74543","11.18800","0.43801","4.64365"
"2019-10-25","34.36480","24.61883","18.58414",,"3.80678","0.70834","11.50527","0.43801","5.07565"
"2019-10-21","34.20540","24.53026","18.69783",,"3.77048","0.73304","11.61140","0.51799","5.05976"
"2019-10-18","33.69424","24.89288","18.80766",,"3.82691","0.66209","11.77856","0.44705","4.94389"
"2019-10-17","33.60524","24.61605","19.07132",,"3.82952","0.69022","12.15454","0.51708","4.59686"
"2019-10-15","33.50492","24.48107","19.53153",,"3.83523",,"12.02738","0.44334","4.60257"
"2019-10-11","33.45060","24.61605","19.38723",,"3.86239",,"12.25316","0.44334","4.44044"
"2019-10-10","33.06965","24.38011","19.58925",,"3.85951",,"12.31593","0.51477","4.58113"
"2019-10-09","32.99822","24.09440","19.66067",,"3.85951",,"12.45878","0.51477","4.79542"
"2019-10-07","33.23726","24.25282","19.67482",,"3.86234",,"12.11013","0.58620","4.58538"
"2019-10-06","32.90487","24.27333","19.75756",,"3.86446",,"12.26076","0.58690","4.58821"
"2019-10-04","32.80823","24.38257","19.64132",,"3.94149",,"12.27897","0.58830","4.66384"
"2019-10-01","32.52232","24.38810","19.71192",,"3.90271",,"12.34668","0.59548","4.74038"
"2019-09-27","32.45089","24.74524","19.28335",,"3.97414",,"12.48954","0.59548","4.59752"
"2019-09-25","32.49599","24.93536","18.96007",,"3.92447",,"12.39658","0.66668","4.81738"
"2019-09-20","32.94903","25.08698","18.75322",,"3.97264",,"12.42515","0.66668","4.36742"
"2019-09-19","32.63221","25.23563","18.99067",,"3.97558",,,"0.54903","5.08590"
"2019-09-18","32.85232","24.82357","19.01809",,"3.96692",,,"0.54903","5.28941"
"2019-09-16","33.01595","24.90885","18.60971",,"3.96969",,,"0.54972","5.57507"
"2019-09-13","32.94255","24.85583","18.15119",,"4.00260","0.88194",,"0.58700","5.67201"
"2019-09-12","32.55871","24.62351","18.42536",,"3.99971","0.88121",,"0.51485","6.02771"
"2019-09-10","33.55871","24.69494","18.06821",,"4.07114","0.80979",,"0.44342","5.88485"
"2019-09-09","33.39464","24.53723","18.12550",,"4.06831","0.88051",,"0.51415","5.95063"
"2019-09-08","32.89464","24.60866","18.05407",,"3.99688","0.88051",,"0.51415","6.16491"
"2019-09-07","32.72519","24.24535","18.03856",,"4.00909","0.80908",,"0.48151","6.44726"
"2019-09-06","32.74756","24.26555","17.76222",,"3.94055","0.80980",,"0.48224","6.52229"
"2019-09-04","32.69841","24.07259","17.95377",,"3.96178","0.78447",,"0.43230","6.56594"
"2019-09-03","32.69178","23.85167","18.12902",,"3.96178","0.78447",,"0.46470","6.85829"
"2019-08-31","32.20792","24.11601","18.11023",,"3.89834","0.78329",,"0.46353","6.74387"
"2019-08-30","31.87553","24.20441","18.12296",,"3.90117","0.78400",,"0.53496","6.74670"
"2019-08-29","31.77026","24.19918","17.85773",,"3.96306","0.78180","13.13732","0.57204","6.18052"
"2019-08-28","31.45665","24.59136","17.74343",,"3.89662","0.78323","13.44307","0.64419","5.97407"
"2019-08-23","30.83784","24.39264","18.18402",,"3.89945","0.78393","13.73798","0.64490","6.05116"
"2019-08-21","30.33404","24.22921","18.42609",,"3.86654","0.78503","14.03948","0.60762","6.24281"
"2019-08-19","29.81636","24.63798","18.19978",,"3.86372","0.71360","14.52605","0.67834","6.09642"
"2019-08-14","28.48152","24.64415","18.30460",,"3.74768","0.78420","15.58096","0.76094","6.17654"
"2019-08-12","28.07416","24.58757","18.24731",,"3.82194","0.78491","16.09086","0.69022","6.25363"
"2019-08-11","27.68203","24.84268","18.05635",,"3.82631","0.71348","16.61855","0.69168","6.18949"
"2019-08-09","27.49505","24.97569","18.01500",,"3.86843","0.78478","16.71128","0.75348","6.13325"
"2019-08-06","26.97269","24.24120","18.50562",,"3.86555","0.78406","17.19974","0.68133","6.41535"
"2019-07-30","26.47499","24.24220","18.47327",,"3.86816","0.85614","17.45861","0.75341","6.57079"
"2019-07-28","25.67864","24.45453","18.28739",,"3.83379","0.85581","18.19574","0.83016","6.49074"
"2019-07-27","25.09083","23.79669","18.68210",,"3.91231","0.85794","18.80477","0.83229","6.78995"
"2019-07-26","24.46312","23.52613","18.76723",,"3.84304","0.85866","19.53637","0.76086","7.15359"
"2019-07-25","23.53547","23.15294","19.08915",,"3.77821","0.86012","20.41917","0.72377","7.27656"
"2019-07-24","23.14186","23.11436","18.92056",,"3.77392","0.85869","20.82064","0.72234","7.34157"
"2019-07-17","23.19490","23.66670","18.47997",,"3.70037","0.85798","20.87934","0.72163","7.12304"
"2019-07-16","22.68985","23.59455","18.47997",,"3.77252","0.78583","21.38439","0.79378","7.19519"
"2019-07-11","22.20753","22.97149","18.84914",,"3.77535","0.78583","21.82640","0.72306","7.48444"
"2019-07-10","21.82809","22.32246","19.31575",,"3.89139","0.71523","22.05720",,"7.90431"
"2019-07-07","21.39530","22.55528","19.09338",,"3.81794","0.71473","22.35067",,"7.89000"
"2019-07-05","20.93029","21.87160","19.64148",,"4.02785",,"22.53725",,"8.09699"
"2019-07-03","21.20572","22.46051","19.44135",,"3.98015",,,,"8.46883"
"2019-06-25","21.08470","23.38908","18.97244",,"3.99570",,,,"8.16757"
"2019-06-20","20.97160","23.71170","18.37943",,"3.99891",,,,"7.80368"
"2019-06-19","21.26229","23.98534","18.15723",,"4.08278",,,,"8.18500"
"2019-06-14","21.40659","24.63469","17.43573",,"4.08278",,,,"7.75210"
"2019-06-10","21.65156","24.94354","17.15942",,"4.18642",,,,"7.59558"
"2019-06-09","22.08333","25.85889","16.57569",,"4.22519",,,,"7.27057"
"2019-06-07","21.91447","25.91734","16.32095",,"4.23169",,,,"7.20851"
"2019-06-06","21.79389","26.06657","16.10986",,"4.24653",,,,"7.21275"
"2019-06-05","22.14712","26.39171","15.78751",,"4.21601",,,,"7.03735"
"2019-06-01","22.66515","27.19906","15.00973",,"4.14675",,,,"6.75524"
"2019-05-30","23.43036","27.89284","14.28625",,"4.07249",,,"2.52150","6.39456"
"2019-05-29","24.06867","28.55912","13.83636",,"4.11190",,,"2.76742","6.05670"
"2019-05-22","24.55029","29.53578","12.54640",,"4.03693",,,"2.97887","5.76815"
"2019-05-21","24.36360","29.10669","12.20767",,"4.12530",,"16.78469","3.05768","5.48433"
"2019-05-20","24.42979","29.27335","11.75306",,"4.04049",,"16.51537","3.23524","5.35918"
"2019-05-17","24.89772","29.94974","11.44986",,"4.10609",,,"3.87518","5.35335"
"2019-05-16","25.05288","30.11326","11.25410",,"4.12802",,,"4.16388","4.90259"
"2019-05-14","25.72160","30.53148","11.21719",,"4.18596",,,"4.52169","4.97609"
"2019-05-13","26.29383","31.03984","10.63285",,"4.08453",,,"5.00493","4.70191"
"2019-05-12","27.16076","31.20674","10.42293",,"4.04576",,,"5.20167","4.81047"
"2019-05-10","27.81674","31.49829","10.05850",,"4.04576",,,"5.42033","4.81047"
"2019-05-09","28.38427","31.65387","9.92447",,"4.24732",,,"5.66396","4.66762"
"2019-05-07","29.27831","32.78531","9.29887",,"4.12925",,,"6.00077","4.40584"
"2019-04-30","29.76750","32.98598","9.06525",,"4.13495",,,"6.24813","4.31074"
"2019-04-24","30.28801","33.29220","8.93158",,"4.20921",,,"6.39240","4.24284"
"2019-04-23","30.72534","33.32168","8.81813",,"4.10040",,,"6.57556","4.16645"
"2019-04-17","31.45801","33.48787","8.89380",,"4.10393",,,"6.93553","4.16928"
"2019-04-16","31.98736","33.96217","8.84102",,"4.00682",,,"7.13086","3.85234"
"2019-04-12","33.04220","34.00979","8.90740",,"4.14751",,,"7.27011","3.92160"
"2019-04-11","33.39934","33.93836","8.90740",,"4.00465",,,"6.91296","3.85018"
"2019-04-08","33.60664","33.73938","8.72389",,"4.03008",,,"7.08043","3.83124"
"2019-04-07","34.06490","33.65738","8.53858",,"4.04068",,,"7.14974","3.75557"
"2019-04-05","34.69070","33.56167","8.60558",,"4.18277",,,"6.92666","3.96982"
"2019-04-04","34.95116","33.53714","8.66907",,"4.10846",,,"6.85091","3.89478"
"2019-04-03","35.50701","33.51431","8.80748",,"4.10625",,,"6.77360","3.96398"
"2019-03-30","35.79272","33.72860","8.52177",,"3.89196",,,"6.70217","3.89256"
"2019-03-29","36.10390","33.04331","8.81243",,"4.03694",,,"6.42141","3.96611"
"2019-03-25","36.63981","33.08267","8.88889",,"4.09768",,,"6.38051","3.91262"
"2019-03-24","36.71124","33.08267","8.60318",,"4.02625",,,"6.59479","3.91262"
"2019-03-22","37.31135","33.01122","8.63249",,"4.13919",,,"6.44888","3.95475"
"2019-03-21","37.36004","32.45808","8.49973",,"4.06440",,,"6.19045","3.90520"
"2019-03-19","37.57181","31.82152","8.45266",,"3.94692",,,"5.83742",
"2019-03-17","37.78609","31.75009","8.59551",,"3.94692",,,"5.62313",
"2019-03-15","38.02707","31.91964","8.60129",,"4.02123",,,"5.69961",
"2019-03-14","38.67692","32.33291","8.71336",,"3.92438",,,"5.31786",
"2019-03-11","38.65004","32.37959","9.06131",,"3.77940",,,"5.10004",
"2019-03-08","38.50574","32.59604","9.27776",,"3.63510",,,"5.02789",
"2019-03-07","38.40744","32.85488","9.12783",,"3.70370",,,"4.95363",
"2019-03-05","38.69604","33.07133","9.12783",,"3.77585",,,"4.80933",
"2019-03-04","39.05318","33.07133","9.12783",,"3.84728",,,"4.88076",
"2019-03-01","39.11149","33.48095","8.85232",,"3.70879",,,"5.17668",
"2019-02-28","38.93873","33.89626","8.75704",,"3.73065",,,"5.12737",
"2019-02-23","39.02121","34.18056","8.93736",,"3.65696",,,"5.02499",
"2019-02-22","38.76074","34.73743","8.91971",,"3.54839",,,"5.18110",
"2019-02-19","38.81880","35.32669","9.28441",,"3.55175",,,"5.22525",
"2019-02-18","38.80956","36.21195","9.53083",,"3.66783",,,"5.42683","4.00041"
"2019-02-15","38.83914","36.38006","9.61020",,"3.59929","0.57647",,"5.42971","3.93115"
"2019-02-11","39.20910","36.29409","9.79288",,"3.61464","0.57647",,"5.22861",
"2019-02-08","39.16581","36.60795","9.51149",,"3.61753","0.50504",,"5.44723",
"2019-02-07","39.40697","36.91841","9.09211",,"3.76251",,,"5.37933",
"2019-02-05","39.30741","36.96531","9.01275",,"3.97463",,,"5.30430",
"2019-02-04","39.32159","36.98490","8.89482",,"3.98639",,,"5.41787",
"2019-02-01","39.06023","37.44725","8.68352",,"3.91645",,,"5.56659",
"2019-01-25","38.88979","37.70609","8.74859",,"3.98434",,,"5.42020",
"2019-01-18","38.67633","37.77483","9.02025",,"4.06274",,,"5.15707",
"2019-01-17","38.70765","37.64240","9.11553",,"4.04088",,,"5.06494",
"2019-01-15","38.69660","37.71524","9.07806",,"4.11457",,,"4.95303",
"2019-01-14","38.82867","37.56009","9.13146",,"4.24952",,,"4.72571",
"2019-01-11","38.84729","37.86653","9.05550",,"4.18246",,,"4.73446",
"2019-01-07","39.12624","37.66784","9.01188",,"4.26030",,,"4.82377",
"2019-01-04","39.01065","37.76649","8.80132",,"4.40902",,,"4.82671",
"2018-12-20","38.54257","38.00281","8.60983",,"4.39383",,,"5.06000","3.85250"
"2018-12-17","38.58586","37.97467","8.74836",,"4.39094",,,"4.84138","3.77819"
"2018-12-15","38.22871","37.83182","9.10550",,"4.24808",,,"4.98424","3.84962"
"2018-12-14","38.34328","38.16067","8.95698",,"4.10240",,,"5.05213","3.70464"
"2018-12-11","38.59984","38.12322","8.94490",,"4.09635",,,"4.94427","3.72460"
"2018-12-10","38.74561","38.12322","9.01778",,"4.09635",,,"4.72561","3.65171"
"2018-12-07","38.97581","38.27838","8.89150",,"4.03429",,,"4.73644","3.51460"
"2018-12-06","39.15983","38.32744","8.75898",,"3.95368",,,"4.85011","3.44333"
"2018-12-05","39.54384","38.49717","8.55106",,"3.95651",,,"4.85365","3.23259"
"2018-12-04","39.75813","38.35431","8.47963",,"4.09937",,,"4.85365","3.16116"
"2018-12-02","39.68741","38.28359","8.55035",,"4.02865",,,"4.92437","3.23188"
"2018-11-27","39.93374","38.02523","8.56745",,"4.09712",,,"4.74716","3.25559"
"2018-11-19","39.94731","38.11667","8.41172",,"4.09141",,,"4.73859","3.25130"
"2018-11-15","40.00432","38.10945","8.46512",,"4.00770",,,"4.72993","3.17192"
"2018-11-12","40.20559","38.09177","8.48827",,"3.96402",,,"4.56476","3.20272"
"2018-11-09","40.34844","37.87748","8.55970",,"3.96402",,,"4.70761","3.13129"
"2018-11-07","40.25226","38.06348","8.55122",,"4.03262",,,"4.63265","3.05774"
"2018-11-05","40.26597","37.85853","8.64142",,"4.04128",,,"4.71636","3.06423"
"2018-11-02","40.09354","38.04612","8.70708",,"3.96696",,,"4.78490","2.91849"
"2018-10-30","40.28127","37.72807","8.91764",,"4.03690",,,"4.85484","2.91702"
"2018-10-28","40.22151","37.74265","9.05029",,"3.95964",,,"4.77613","2.98553"
"2018-10-26","40.07721","37.74265","9.12244",,"4.03179",,,"4.77613","3.05768"
"2018-10-23","39.62247","37.64364","9.33036",,"4.02897",,,"4.98475","3.05627"
"2018-10-22","39.55104","37.64364","9.54465",,"3.95754",,,"5.05618","2.91341"
"2018-10-15","39.57862","37.66980","9.76601",,"3.88894",,,"4.84543","2.91695"
"2018-10-12","39.46863","37.74462","9.73178",,"3.88888",,,"4.94771","2.88988"
"2018-10-09","39.45506","37.65319","9.88751",,"3.89460",,,"4.88413","2.96632"
"2018-10-05","39.58579","37.85035","9.82821",,"3.75744",,,"4.88985","2.97061"
"2018-10-01","39.42978","37.73554","10.01461",,"3.65380",,,"5.01284","3.00841"
"2018-09-29","39.21549","37.66411","10.15747",,"3.72523",,,"5.01284","3.15127"
"2018-09-28","39.38310","37.76383","9.73738",,"3.65663",,,"5.15923","3.08196"
"2018-09-27","39.32625","37.78278","9.79569",,"3.65080",,,"5.07906","3.07759"
"2018-09-25","39.36939","37.54233","9.78933",,"3.79012",,,"5.14624","3.07617"
"2018-09-24","39.19623","37.80207","9.56710",,"3.71581",,,"5.28621","3.07473"
"2018-09-22","39.05338","37.65921","9.42425",,"3.78724",,,"5.50050","3.07473"
"2018-09-20","38.92836","37.74636","9.26852",,"3.71080",,,"5.56408","3.13974"
"2018-09-19","39.21125","37.67564","9.19780",,"3.71080",,,"5.42263","3.21046"
"2018-09-18","39.15903","37.89746","9.03229",,"3.63811",,,"5.36976","3.26113"
"2018-09-13","39.04286","38.06845","8.82522",,"3.64028",,,"5.58765","3.26474"
"2018-09-10","38.99545","37.90943","8.90067",,"3.71034",,,"5.72526","3.26371"
"2018-09-09","38.92330","38.27018","8.68422",,"3.71034",,,"5.79741","3.19156"
"2018-09-07","38.60728","38.17061","8.82130",,"3.77960",,,"5.93738","3.18940"
"2018-09-04","38.67800","38.17061","8.75058",,"3.92105",,,"5.86666","3.11868"
"2018-09-01","38.63399","38.41232","8.68637",,"3.85250",,,"5.94242","3.04941"
"2018-08-29","38.81999","38.38332","8.82357",,"3.85038",,,"5.79602","3.11872"
"2018-08-21","38.74856","38.52618","8.75214",,"3.92181",,,"5.86745","3.04729"
"2018-08-19","38.51711","38.86764","8.76500",,"3.85680",,,"5.94818","3.05015"
"2018-08-17","38.30282","39.01050","8.69357",,"3.85680",,,"5.94818","3.12158"
"2018-08-16","38.06308","39.12507","8.75934",,"3.85398",,,"6.01395","3.11946"
"2018-08-14","38.08924","39.08193","8.90785",,"3.92753",,,"6.01819","2.98013"
"2018-08-13","38.03569","39.15840","8.98412",,"3.90719",,,"5.89121","2.98198"
"2018-08-10","38.07334","39.06194","9.09277",,"3.84139",,,"5.80560","3.08000"
"2018-08-09","38.33236","39.10523","9.01413",,"3.91065",,,"5.65913","2.86211"
"2018-08-05","38.47521","39.31952","8.79984",,"3.83923",,,"5.44485","2.93354"
"2018-07-31","38.66136","39.07637","8.93765",,"3.90777",,,"5.22623","2.93137"
"2018-07-24","38.84665","39.19094","8.85985",,"3.83422",,,"5.00982","2.92925"
"2018-07-23","39.08781","39.21782","8.65264",,"3.83705",,,"4.79978","2.93137"
"2018-07-22","39.34611","39.33326","8.57400",,"3.83416",,,"4.58117","2.85778"
"2018-07-20","39.54756","39.24753","8.58543",,"3.91060",,,"4.44401","2.78991"
"2018-07-17","39.86357","39.34782","8.51977",,"3.76991",,,"4.23189","2.86351"
"2018-07-14","40.00787","39.34782","8.66407",,"3.62560",,,"4.01544","2.86351"
"2018-07-13","40.30619","39.14894","8.65427",,"3.83149",,,"3.79695","2.78928"
"2018-07-11","40.93483","38.98964","8.66570",,"3.83720",,,"3.44763","2.79356"
"2018-07-09","41.19155","39.03278","8.58790",,"3.76365",,,"3.16050","2.72072"
"2018-07-05","41.27409","39.19747","8.37444",,"3.78682",,,"3.22030","2.64957"
"2018-07-04","41.41950","39.27738","8.24911",,"3.85975",,,"3.21291","2.49886"
"2018-06-27","41.37693","39.30624","8.11131",,"3.93479",,,"3.14292","2.71676"
"2018-06-26","41.47866","39.33366","8.26066",,"3.93767",,,"3.00151","2.64749"
"2018-06-24","41.40723","39.61938","8.11780",,"3.79482",,,"3.00151","2.64749"
"2018-06-20","41.54868","39.54865","7.90563",,"3.86554",,,"3.07223","2.64749"
"2018-06-19","41.69153","39.54865","8.04849",,"3.79411",,,"3.07223","2.64749"
"2018-06-12","41.73255","39.52037","7.97141",,"3.72056",,,"3.07011","2.71680"
"2018-06-10","41.63082","39.56366","7.96563",,"3.64624",,,"3.06794","2.71536"
"2018-06-08","41.70297","39.41936","8.03778",,"3.71839",,,"2.99579","2.64321"
"2018-06-07","41.71940","39.21934","7.95135",,"3.85698",,,"2.99008","2.71107"
"2018-06-05","41.83945","39.18789","7.97135",,"3.72836",,,"2.99865","2.78967"
"2018-06-04","41.56626","39.32891","8.00306",,"3.65282",,,"3.10703","2.78629"
"2018-06-01","41.73811","39.21434","7.93800",,"3.72637",,,"3.17987","2.85913"
"2018-05-29","41.73811","39.14291","8.22371",,"3.65494",,,"2.96558","2.85913"
"2018-05-22","41.82157","39.08049","8.19160",,"3.64907",,,"2.96860","2.93257"
"2018-05-21","41.76442","39.02334","8.32305",,"3.57120",,,"3.03647","2.64254"
"2018-05-17","41.54797","39.02334","8.46735",,"3.57120",,,"3.10862","2.71469"
"2018-05-16","41.47654","38.98610","8.46735",,"3.60844",,,"3.21728","2.64327"
"2018-05-14","41.29266","39.08511","8.68588",,"3.61127",,,"3.22011","2.57396"
"2018-05-13","41.22123","39.29940","8.54302",,"3.61127",,,"3.29154","2.57396"
"2018-05-10","41.16728","39.31981","8.48907",,"3.68199",,,"3.34549","2.52001"
"2018-05-09","41.34117","39.27652","8.49484",,"3.68415",,,"3.34766","2.52145"
"2018-05-04","41.35045","39.43439","8.41126",,"3.60772",,,"3.27408","2.51859"
"2018-05-01","41.30661","39.53340","8.41833",,"3.61055",,,"3.27691","2.52071"
"2018-04-29","41.22972","39.57218","8.36824",,"3.63700",,,"3.30870","2.51522"
"2018-04-25","40.94500","39.87335","8.39582",,"3.63610",,,"3.19604","2.44360"
"2018-04-24","40.94500","40.15906","8.25296",,"3.63610",,,"3.12461","2.37217"
"2018-04-17","40.94500","40.37335","8.03868",,"3.70753",,,"3.12461","2.37217"
"2018-04-14","40.94500","40.65906","7.96725",,"3.63610",,,"3.05318","2.37217"
"2018-04-13","41.04472","40.83021","7.83076",,"3.63893",,,"3.05530","2.44431"
"2018-04-12","41.08801","41.08851","7.60854",,"3.63604",,,"3.12456","2.29857"
"2018-04-10","41.23086","41.26860","7.60854",,"3.59880",,,"3.01590","2.29857"
"2018-04-08","41.25972","41.36961","7.54288",,"3.52954",,,"3.01879","2.30001"
"2018-04-05","41.07358","41.25489","7.62008",,"3.60385",,,"3.02167","2.23002"
"2018-03-27","40.94365","41.26277","7.67969",,"3.46383",,,"3.11270","2.35752"
"2018-03-18","40.81150","41.20705","7.59754",,"3.53026",,,"3.24986","2.35467"
"2018-03-16","40.77118","41.09319","7.60319",,"3.53238",,,"3.39342","2.42751"
"2018-03-15","40.98547","41.09319","7.46034",,"3.46095",,,"3.39342","2.42751"
"2018-03-08","40.94137","41.31461","7.48856",,"3.36891",,,"3.31571","2.36887"
"2018-03-07","41.11040","41.20287","7.49492",,"3.44246",,,"3.31783","2.37029"
"2018-03-06","40.96754","41.13145","7.56635",,"3.37104",,,"3.46069","2.44171"
"2018-03-04","40.99712","41.09032","7.57140",,"3.37392",,,"3.53428","2.44316"
"2018-02-27","40.81169","41.04847","7.57645",,"3.37609",,,"3.68002","2.44532"
"2018-02-20","40.75915","40.94919","7.55725",,"3.35328",,,"3.80054","2.49347"
"2018-02-19","40.78801","40.90735","7.63517",,"3.35617",,,"3.73128","2.49491"
"2018-02-13","40.67401","40.86622","7.64022",,"3.50263",,,"3.80559","2.42421"
"2018-02-12","40.63167","40.86562","7.56302",,"3.50047",,,"3.88761","2.45174"
"2018-02-09","40.75900","40.92291","7.47601",,"3.49198",,,"3.87913","2.44750"
"2018-02-08","40.87215","40.89462","7.47036",,"3.56128",,,"3.87559","2.30322"
"2018-02-06","40.57141","41.02249","7.62466",,"3.49485",,,"3.88273","2.37823"
"2018-02-04","40.41543","41.22512","7.56343",,"3.57211",,,"3.88711","2.30972"
"2018-01-29","40.25166","41.48773","7.48840",,"3.57427",,,"3.88999","2.23108"
"2018-01-23","39.98097","41.27171","7.64942",,"3.70907",,,"4.00586","2.36515"
"2018-01-19","40.12383","41.20028","7.50657",,"3.63764",,,"4.14871","2.43658"
"2018-01-17","40.00911","41.22986","7.51162",,"3.71195",,,"4.15160","2.43875"
"2018-01-14","39.96908","41.14383","7.56171",,"3.65587",,,"4.20387","2.46461"
"2018-01-12","39.94022","41.11425","7.62809",,,,,"4.20099",
"2018-01-08","39.92134","41.21352","7.57587",,,,,"4.22332",
"2017-12-20","39.96391","41.18394","7.42652",,,,,"4.29259",
"2017-12-14","39.93505","41.22507","7.35004",,,,,"4.28970",
"2017-12-11","39.83309","41.15352","7.49939",,,,,"4.20768",
"2017-12-10","39.82048","41.35380","7.50919",,,,,"4.14186",
"2017-12-08","39.88049","41.55525","7.44847",,,,,"4.00470",
"2017-12-05","39.85379","41.66925","7.51341",,,,,"3.92966",
"2017-12-01","39.76719","41.65121","7.56897",,,,,"3.99389",
"2017-11-28","39.81625","41.56175","7.64978",,,,,"3.99389",
"2017-11-26","40.07527","41.67647","7.50043",,,,,"3.99100",
"2017-11-23","40.03270","41.77820","7.36118",,,,,"3.99461",
"2017-11-20","40.00458","41.86706","7.35404",,,,,"3.99053",
"2017-11-17","39.72931","41.92279","7.51318",,,,,"4.00753",
"2017-11-16","39.69254","42.03924","7.47319",,,,,"4.00793",
"2017-11-12","39.66688","41.95738","7.54716",,,,,"3.93497",
"2017-11-08","39.65376","42.01715","7.55736",,,,,"3.86792",
"2017-11-01","39.65376","42.08858","7.77165",,,,,"3.72506",
"2017-10-24","39.78563","42.04157","7.58493",,,,,"3.82992",
"2017-10-23","39.78563","41.97014","7.58493",,,,,"3.82992",
"2017-10-20","39.75533","41.93983","7.57988",,,,,"3.82776",
"2017-10-19","39.89819","42.01126","7.36559",,"3.62560",,,"3.82776",
"2017-10-11","40.02749","42.07127","7.23272",,"3.63131",,,"3.83347",
"2017-10-08","40.24394","42.07127","7.16057",,"3.48701",,,"3.76132",
"2017-10-06","40.24394","42.14270","7.23200",,"3.48701",,,"3.76132",
"2017-10-05","40.21508","42.18382","7.29982",,"3.48412",,,"3.68628",
"2017-09-29","40.45965","41.95067","7.30696",,"3.37365",,,"3.83466",
"2017-09-24","40.71636","42.06240","7.08772",,"3.37153",,,"3.76111",
"2017-09-22","40.85414","42.11984","6.98918",,"3.40475",,,"3.69144",
"2017-09-20","40.92224","42.17199","7.12314",,"3.33273",,,"3.61942",
"2017-09-18","40.97708","42.22467","7.10798",,"3.32623",,,"3.61292",
"2017-09-15","40.90565","42.01039","7.03655",,"3.25480",,,"3.89864",
"2017-09-13","40.79008","42.14032","7.04145",,"3.27646",,,"3.82928",
"2017-09-10","40.74751","42.38708","7.04650",,"3.27935",,,"3.75929",
"2017-09-01","40.46180","42.67279","6.97508",,"3.35078",,,"3.83072",
"2017-08-31","40.60466","42.67279","6.97508",,"3.35078",,,"3.75929","1.97219"
"2017-08-28","40.57508","42.49963","7.04218",,"3.20503",,,"3.61355","1.97074"
"2017-08-22","40.35863","42.71608","6.89788",,"3.27718",,,"3.75785","1.89859"
"2017-08-18","40.35863","43.00179","6.75502",,"3.20576",,,"3.61499","1.89859"
"2017-08-11","40.40106","43.04211","6.75078",,"3.13221",,,"3.47072","1.82646"
"2017-08-01","40.15647","43.44254","6.74572",,"3.20219",,,"3.25211",
"2017-07-19","40.37882","42.88085","6.81239",,"3.28921",,,"3.35761",
"2017-07-18","40.44077","42.38515","6.89131",,"3.29981",,,"3.46795",
"2017-07-16","40.75548","41.84342","6.82625",,"3.37336",,,"3.61293",
"2017-07-15","40.62132","41.56851","6.82139",,"3.44130",,,"3.68088",
"2017-07-14","41.04369","41.19866","6.87138",,"3.47979",,,"3.56313",
"2017-07-11","41.44723","40.93192","6.93095",,"3.48950",,,"3.49235",
"2017-07-06","41.60759","40.38752","6.88052",,"3.56946",,,"3.66213",
