"Date","Conservative","Labour","Liberal Democrats","SDP","SNP","Plaid","Reform","UKIP","Green"
"2011-10-14","37.05197","41.45180","8.98289",,,,,"5.71027",
"2011-10-13","37.05197","41.38037","8.98289",,,,,"5.56742",
"2011-10-12","37.05197","41.05969","9.16121",,,,,"5.42456",
"2011-10-11","37.07743","41.08939","9.31043",,,,,"5.21452",
"2011-10-10","37.00600","41.16082","9.45329",,,,,"4.92880",
"2011-10-07","37.01183","41.20162","9.60448",,,,,"4.64281",
"2011-10-06","36.92182","41.18948","9.68949",,,,,"4.50709",
"2011-10-05","36.85039","41.26091","9.68949",,,,,"4.36423",
"2011-10-04","36.77896","41.33234","9.68949",,,,,"4.29280",
"2011-10-03","36.64956","41.13433","9.69586",,,,,"4.31938",
"2011-09-30","36.62339","41.03391","9.76021",,,,,"4.24442",
"2011-09-29","36.64573","41.16785","9.79147",,,,,"4.17299",
"2011-09-28","36.44828","40.95668","9.97585",,,,,"4.12739",
"2011-09-27","36.20730","40.56852","10.18364",,,,,"4.05307",
"2011-09-26","36.30614","40.45524","10.26156",,,,,"4.05596",
"2011-09-25","36.09186","40.52667","10.40442",,,,,"4.05596",
"2011-09-23","35.99497","40.92554","10.18377",,,,,"4.12385",
"2011-09-22","36.13783","40.78268","10.04091",,,,,"4.26671",
"2011-09-21","36.16339","40.65044","9.96589",,,,,"4.50968",
"2011-09-20","36.22900","40.56055","9.90846",,,,,"4.43852",
"2011-09-19","36.24757","40.38099","9.91769",,,,,"4.59567",
"2011-09-16","36.24757","40.38099","9.91769",,,,,"4.66710",
"2011-09-15","36.29283","40.35129","9.98205",,,,,"4.66356",
"2011-09-14","36.52054","40.43614","10.05348",,,,,"4.56980",
"2011-09-13","36.59126","40.43614","9.98276",,,,,"4.49908",
"2011-09-12","36.73412","40.36471","9.91133",,,,,"4.42765",
"2011-09-11","36.70786","40.62855","9.70746",,,,,"4.39387",
"2011-09-09","36.92214","41.05712","9.49318",,,,,"4.39387",
"2011-09-08","36.63961","41.07853","9.73163",,,,,"4.27873",
"2011-09-07","36.71104","40.64996","10.23163",,,,,"4.13587",
"2011-09-06","36.75642","40.46212","10.31519",,,,,"4.08898",
"2011-09-05","36.67243","40.58916","10.38358",,,,,"4.08721",
"2011-09-04","36.57544","40.86425","10.38718",,,,,"3.98710",
"2011-09-02","36.50401","41.14997","10.31575",,,,,"4.27281",
"2011-09-01","36.38803","41.44281","10.22788",,,,,"4.25564",
"2011-08-31","36.38803","41.51423","10.15645",,,,,"4.39849",
"2011-08-30","36.24009","41.45909","10.09209",,,,,"4.57614",
"2011-08-26","36.00034","41.64296","10.01430",,,,,"4.71405",
"2011-08-25","35.85890","41.78441","10.01430",,,,,"4.85549",
"2011-08-24","35.76201","41.89614","10.00793",,,,,"4.99411",
"2011-08-23","35.71604","41.99798","10.01430",,,,,"5.13908",
"2011-08-22","35.64461","41.85513","10.08573",,,,,"5.28194",
"2011-08-21","35.71069","41.97802","9.91943",,,,,"5.46923",
"2011-08-19","35.63926","42.62088","9.27657",,,,,"5.68352",
"2011-08-18","35.54792","42.83842","9.34223",,,,,"5.73395",
"2011-08-17","35.39287","42.96598","9.33819",,,,,"5.66145",
"2011-08-16","35.46429","42.82312","9.48105",,,,,"5.59003",
"2011-08-15","35.46429","42.89455","9.33819",,,,,"5.44717",
"2011-08-12","35.46429","42.96598","9.33819",,,,,"5.30431",
"2011-08-11","35.53572","42.82312","9.40962",,,,,"5.09003",
"2011-08-10","35.49555","42.76511","9.69533",,,,,"4.84448",
"2011-08-09","35.44958","42.79552","9.77313",,,,,"4.70658",
"2011-08-08","35.44958","42.86624","9.77313",,,,,"4.63586",
"2011-08-05","35.37894","42.78153","9.90207",,,,,"4.63900",
"2011-08-04","35.45037","42.71010","9.83064",,,,,"4.63900",
"2011-08-03","35.31768","42.58763","9.84086",,,,,"4.56757",
"2011-08-02","35.43528","42.05660","10.26221",,,,,"4.42111",
"2011-08-01","35.43528","41.84232","10.47650",,,,,"4.27825",
"2011-07-29","35.51954","41.82064","10.37299",,,,,"4.13647",
"2011-07-28","35.54430","41.78033","10.38007",,,,,"4.06787",
"2011-07-27","35.61573","41.78033","10.23721",,,,,"3.99644",
"2011-07-26","35.54430","41.78033","10.38007",,,,,"3.92501",
"2011-07-25","35.54430","41.78033","10.30864",,,,,"3.85358",
"2011-07-24","35.54430","41.92319","10.16578",,,,,"3.78215",
"2011-07-22","35.61573","42.13747","9.88007",,,,,"3.71072",
"2011-07-21","35.61573","42.13747","9.88007",,,,,"3.56787",
"2011-07-20","35.68645","42.06675","9.88007",,,,,"3.42642",
"2011-07-19","35.78254","42.03973","9.75749",,,,,"3.21323",
"2011-07-18","35.82781","41.93860","9.75183",,,,,"3.06825",
"2011-07-17","36.03193","41.98964","9.74161",,,,,"2.99683",
"2011-07-15","35.98647","42.52066","9.17596",,,,,"2.99899",
"2011-07-14","36.05790","42.52066","9.10453",,,,,"2.99899",
"2011-07-13","36.04507","42.39948","9.20804",,,,,"2.99792",
"2011-07-12","36.11650","42.39948","9.13661",,,,,"2.92649",
"2011-07-11","36.14319","42.42979","9.14310",,,,,"2.85651",
"2011-07-08","36.21462","42.35836","9.07167",,,,,"2.78508",
"2011-07-07","36.35748","42.21550","9.07167",,,,,"2.71365",
"2011-07-06","36.35748","42.21550","9.14310",,,,,"2.64222",
"2011-07-05","36.50034","41.92979","9.35739",,,,,"2.57079",
"2011-07-04","36.64319","41.85836","9.35739",,,,,"2.49936",
"2011-07-01","36.66936","41.67298","9.43568",,,,,"2.53795",
"2011-06-30","36.69533","41.70328","9.44217",,,,,"2.54011",
"2011-06-29","36.72150","41.73299","9.59069",,,,,"2.54224",
"2011-06-28","36.72150","41.80442","9.59069",,,,,"2.54224",
"2011-06-27","36.93795","41.58797","9.66284",,,,,"2.54224",
"2011-06-26","36.93795","41.58797","9.59141",,,,,"2.54224",
"2011-06-24","37.00938","41.80225","9.37712",,,,,"2.54224",
"2011-06-23","37.08081","41.73082","9.37712",,,,,"2.54224",
"2011-06-22","36.98268","41.84338","9.29920",,,,,"2.54079",
"2011-06-21","37.02795","41.88440","9.29284",,,,,"2.53938",
"2011-06-20","37.02795","41.88440","9.36426",,,,,"2.53938",
"2011-06-19","36.95652","41.81297","9.36426",,,,,"2.53938",
"2011-06-17","37.07179","41.92683","9.14361",,,,,"2.53796",
"2011-06-16","37.07179","41.92683","9.07219",,,,,"2.53796",
"2011-06-15","37.07179","41.71404","9.21454",,,,,"2.57293",
"2011-06-14","37.09108","41.72476","9.20168",,,,,"2.49792",
"2011-06-13","37.09108","41.79619","9.05883",,,,,"2.42649",
"2011-06-12","37.09108","41.72476","9.05883",,,,,"2.35506",
"2011-06-10","36.86904","41.83876","9.09316",,,,,"2.28147",
"2011-06-09","36.94047","41.83876","9.16459",,,,,"2.21004",
"2011-06-08","36.94047","41.76733","9.16459",,,,,"2.21004",
"2011-06-07","37.01190","41.62447","9.23601",,,,,"2.21004",
"2011-06-06","37.01190","41.48161","9.30744",,,,,"2.28147",
"2011-06-03","37.15334","41.34017","9.30744",,,,,"2.28147",
"2011-06-02","37.19790","41.23975","9.37180",,,,,"2.28006",
"2011-06-01","37.22387","41.19790","9.37829",,,,,"2.35365",
"2011-05-31","37.15315","41.12718","9.37829",,,,,"2.42437",
"2011-05-29","37.14233","41.01479","9.34077",,,,,"2.58196",
"2011-05-27","37.11616","41.13007","9.26156",,,,,"2.50841",
"2011-05-26","37.09687","41.04720","9.34657",,,,,"2.51127",
"2011-05-25","37.12357","40.78962","9.49664",,,,,"2.58487",
"2011-05-24","37.02668","40.68991","9.56029",,,,,"2.72489",
"2011-05-23","37.07772","40.68991","9.59090",,,,,"2.79632",
"2011-05-20","36.90941","40.58948","9.72527",,,,,"2.86563",
"2011-05-19","36.83798","40.58948","9.86812",,,,,"2.86563",
"2011-05-18","36.69512","40.66091","9.86812",,,,,"2.93706",
"2011-05-17","36.69512","40.66091","9.93955",,,,,"2.93706",
"2011-05-16","36.50842","40.83276","9.94592",,,,,"3.00990",
"2011-05-13","36.39243","41.00462","9.88156",,,,,"3.08274",
"2011-05-10","36.39243","41.07677","9.88156",,,,,"3.08274",
"2011-05-09","36.56216","41.10506","9.88793",,,,,"3.08487",
"2011-05-08","36.59968","41.17560","9.93194",,,,,"3.00086",
"2011-05-06","36.55442","41.41746","9.86829",,,,,"3.00299",
"2011-05-05","36.43226","41.57105","9.85401",,,,,"3.14157",
"2011-05-04","36.35375","41.69837","9.76276",,,,,"3.20523",
"2011-05-03","36.28126","41.86184","9.71556",,,,,"3.29685",
"2011-04-28","36.18437","41.69070","9.77920",,,,,"3.36545",
"2011-04-27","36.20983","41.86255","9.57341",,,,,"3.29614",
"2011-04-26","36.13841","42.00541","9.57341",,,,,"3.22471",
"2011-04-21","36.13841","42.07684","9.57341",,,,,"3.15329",
"2011-04-20","36.20983","42.07684","9.50198",,,,,"3.08186",
"2011-04-19","36.30796","42.03571","9.50847",,,,,"3.01187",
"2011-04-18","36.30796","41.96428","9.65133",,,,,"3.01187",
"2011-04-17","36.21056","41.93398","9.71626",,,,,"3.00971",
"2011-04-15","35.85341","42.29112","9.71626",,,,,"2.93828",
"2011-04-14","35.78126","42.36327","9.78841",,,,,"2.86613",
"2011-04-13","35.78126","42.50613","9.71698",,,,,"2.79470",
"2011-04-12","35.80602","42.32296","9.93834",,,,,"2.65467",
"2011-04-11","35.92926","42.31036","10.09380",,,,,"2.51742",
"2011-04-10","36.09864","42.04524","10.35015",,,,,"2.28577",
"2011-04-08","36.15007","42.24669","10.29371",,,,,"2.14719",
"2011-04-07","36.07864","42.17526","10.29371",,,,,"2.29004",
"2011-04-06","35.84173","41.93198","10.28664",,,,,"2.71296",
"2011-04-05","35.91316","42.00341","10.21521",,,,,"2.71296",
"2011-04-04","35.77030","42.07484","10.28664",,,,,"2.71296",
"2011-04-01","35.60075","42.11596","10.35157",,,,,"2.71151",
"2011-03-31","35.52932","42.33025","10.20872",,,,,"2.64009",
"2011-03-30","35.52932","42.47311","10.13729",,,,,"2.64009",
"2011-03-29","35.64601","42.15840","10.20165",,,,,"2.70939",
"2011-03-28","35.40575","42.27095","10.19443",,,,,"2.77938",
"2011-03-27","35.26289","42.34238","10.19443",,,,,"2.85081",
"2011-03-25","35.30886","42.38411","9.90235",,,,,"2.99083",
"2011-03-24","35.14054","42.56727","9.82385",,,,,"3.06014",
"2011-03-23","35.06911","42.84006","9.47963",,,,,"3.13157",
"2011-03-22","34.97171","42.73833","9.54385",,,,,"3.34441",
"2011-03-21","34.93507","42.77312","9.61528",,,,,"3.54038",
"2011-03-18","35.24342","42.80211","9.69378",,,,,"3.18889",
"2011-03-17","35.02913","42.80211","9.83663",,,,,"3.26032",
"2011-03-16","35.10056","42.80211","9.83663",,,,,"3.33175",
"2011-03-15","35.10056","42.51640","9.97949",,,,,"3.40318",
"2011-03-14","35.17199","42.44497","10.05092",,,,,"3.47461",
"2011-03-13","35.38627","42.30211","10.12235",,,,,"3.47461",
"2011-03-11","35.30074","42.30376","10.48275",,,,,"3.47673",
"2011-03-10","35.58645","42.23234","10.41132",,,,,"3.47673",
"2011-03-09","35.72931","42.01805","10.55418",,,,,"3.47673",
"2011-03-08","35.54049","42.11918","10.84626",,,,,"3.40813",
"2011-03-07","35.66407","41.96559","10.86055",,,,,"3.41242",
"2011-03-06","35.69004","41.99590","10.93919",,,,,"3.41458",
"2011-03-04","35.69004","42.28161","10.86776",,,,,"3.27172",
"2011-03-02","35.84337","42.35856","10.86069",,,,,"3.00221",
"2011-03-01","35.84337","42.57285","10.78926",,,,,"3.00221",
"2011-02-28","35.91480","42.71571","10.64640",,,,,"3.00221",
"2011-02-27","35.84230","42.65821","10.68116",,,,,"3.02111",
"2011-02-25","35.91373","42.94393","10.53830",,,,,"3.02111",
"2011-02-24","35.89332","42.93518","10.55288",,,,,"3.02548",
"2011-02-23","35.84859","43.03763","10.48794",,,,,"3.02764",
"2011-02-22","35.88886","42.92212","10.20604",,,,,"3.02764",
"2011-02-21","35.84340","42.88100","10.28468",,,,,"3.02981",
"2011-02-20","35.86938","43.05560","10.14832",,,,,"3.03197",
"2011-02-18","36.27037","43.09591","9.78552",,,,,"3.02985",
"2011-02-17","36.42967","43.10806","9.62979",,,,,"3.02557",
"2011-02-16","36.26084","43.14918","9.62258",,,,,"3.09483",
"2011-02-15","36.38903","43.00632","9.54723",,,,,"3.21518",
"2011-02-14","36.48663","43.03744","9.41144",,,,,"3.21730",
"2011-02-11","36.53965","42.79416","9.44893",,,,,"3.28202",
"2011-02-10","36.68251","42.65130","9.52036",,,,,"3.35345",
"2011-02-09","36.65256","42.66522","9.63498",,,,,"3.40476",
"2011-02-08","36.60639","42.40764","10.00295",,,,,"3.33478",
"2011-02-07","36.81350","42.31455","9.91057",,,,,"3.32828",
"2011-02-06","36.71538","42.28353","9.97551",,,,,"3.32612",
"2011-02-04","36.84074","42.55904","9.84577",,,,,"3.25761",
"2011-02-02","37.02905","42.67159","9.69570",,,,,"3.18401",
"2011-02-01","37.10120","42.52729","9.69570",,,,,"3.11186",
"2011-01-31","36.98593","42.48698","9.77279",,,,,"3.04256",
"2011-01-30","36.89224","42.39500","9.84719",,,,,"2.97254",
"2011-01-28","37.06107","42.42602","9.78226",,,,,"2.83113",
"2011-01-27","37.29002","42.28317","9.64332",,,,,"2.63935",
"2011-01-26","37.43288","42.21174","9.64332",,,,,"2.56792",
"2011-01-25","37.23700","42.31216","9.74869",,,,,"2.43177",
"2011-01-24","37.25347","42.15098","9.78533",,,,,"2.50320",
"2011-01-23","37.59834","42.22559","9.42672",,,,,"2.36300",
"2011-01-21","37.93023","42.34031","9.05875",,,,,"2.36156",
"2011-01-20","38.02924","42.29929","8.99369",,,,,"2.29225",
"2011-01-19","38.24352","42.15643","8.92226",,,,,"2.43511",
"2011-01-18","38.44631","42.06550","8.83206",,,,,"2.50150",
"2011-01-17","38.51774","41.92265","8.90348",,,,,"2.64436",
"2011-01-14","38.61373","41.92713","8.84388",,,,,"2.75098",
"2011-01-13","38.61373","41.64142","9.12960",,,,,,
"2011-01-12","38.66427","41.76310","9.13228",,,,,,
"2011-01-11","38.77102","41.43465","9.17703",,,,,,
"2011-01-10","38.94418","41.39208","9.25423",,,,,,
"2011-01-09","38.90089","41.35096","9.33216",,,,,,
"2011-01-07","39.40089","41.35096","9.11787",,,,,,
"2011-01-06","39.40263","41.17180","9.13725",,,,,,
"2011-01-05","39.41764","41.03964","9.26869",,,,,,
"2011-01-04","39.48906","40.89679","9.34012",,,,,,
"2010-12-23","39.59007","40.85494","9.34589",,,,,,
"2010-12-22","39.80436","40.71208","9.34589",,,,,,
"2010-12-21","39.90478","40.52750","9.49441",,,,,,
"2010-12-20","39.97621","40.31321","9.56584",,,,,,
"2010-12-19","40.06781","40.13557","9.76180",,,,,,
"2010-12-17","40.35353","40.06414","9.61895",,,,,"3.62959",
"2010-12-16","40.33336","39.92128","9.74534",,,,,"3.62959",
"2010-12-15","40.28965","39.94878","9.82213",,,,,"3.56340",
"2010-12-14","40.11649","39.91992","9.88779",,,,,"3.63266",
"2010-12-13","40.30263","39.67533","9.95272",,,,,"3.55834",
"2010-12-12","40.23121","39.53248","9.95272",,,,,"3.55834",
"2010-12-10","40.54044","39.63024","9.88963",,,,,"3.49040",
"2010-12-09","40.64016","39.37423","10.03885",,,,,"3.56395",
"2010-12-08","40.28301","39.30280","10.25314",,,,,,
"2010-12-07","40.02057","39.00607","10.51688",,,,,,
"2010-12-06","39.87772","39.07750","10.65973",,,,,,
"2010-12-03","39.70657","39.12064","10.72338",,,,,,
"2010-12-02","39.44755","39.36523","10.73060",,,,,,
"2010-12-01","39.44755","39.50809","10.65917",,,,,,
"2010-11-30","39.09041","39.57952","10.87346",,,,,,
"2010-11-29","39.13872","39.68053","10.82571",,,,,,
"2010-11-26","39.33541","39.73617","10.76909",,,,,,
"2010-11-25","39.47827","39.52188","10.91195",,,,,,
"2010-11-24","39.33541","39.52188","11.12623",,,,,,
"2010-11-23","39.44857","39.42287","11.26131",,,,,,
"2010-11-22","39.30712","39.35215","11.40276",,,,,,
"2010-11-21","39.23570","39.42358","11.40276",,,,,,
"2010-11-19","39.55027","39.59529","11.05211",,,,,"3.35048",
"2010-11-18","39.78313","39.79101","10.99688",,,,,"3.28658",
"2010-11-17","39.85456","39.71958","10.99688",,,,,"3.35801",
"2010-11-16","39.52570","39.53358","11.36180",,,,,,
"2010-11-15","39.85615","39.14614","11.56887",,,,,,
"2010-11-14","39.81766","38.89521","11.71358",,,,,,
"2010-11-12","40.17480","38.89521","11.57072",,,,,,
"2010-11-11","40.24695","38.67876","11.71502",,,,,,
"2010-11-10","40.24695","38.67876","11.78645",,,,,,
"2010-11-09","39.97132","38.66868","12.11292",,,,,,
"2010-11-08","39.88921","38.51932","12.08595",,,,,,
"2010-11-05","39.84748","38.61833","12.02230",,,,,,
"2010-11-04","39.94720","38.64591","11.95935",,,,,,
"2010-11-03","40.09006","38.64591","11.95935",,,,,,
"2010-11-02","40.16221","38.57376","12.17580",,,,,,
"2010-11-01","40.01935","38.28805","12.39009",,,,,,
"2010-10-30","39.94093","38.06998","12.48487",,,,,,
"2010-10-29","40.44093","38.14141","12.19915",,,,,,
"2010-10-28","40.36950","38.35569","12.05630",,,,,,
"2010-10-27","40.65331","38.20402","12.06310",,,,,,
"2010-10-26","40.72474","38.13259","12.06310",,,,,,
"2010-10-25","40.83873","38.10518","12.05444",,,,,,
"2010-10-24","40.98159","37.96232","12.12587",,,,,,
"2010-10-22","41.25722","38.18669","11.79940",,,,,"2.65451",
"2010-10-21","41.55362","38.33605","11.68352",,,,,"2.64184",
"2010-10-20","41.55362","38.26462","11.82638",,,,,"2.64184",
"2010-10-19","41.37271","38.18443","11.98851",,,,,"2.67186",
"2010-10-18","41.30128","38.18443","12.05994",,,,,"2.74329",
"2010-10-17","40.98399","38.02935","12.27407",,,,,"2.78272",
"2010-10-15","41.09786","38.28678","12.12273",,,,,"2.70988",
"2010-10-14","41.03342","38.57627","12.09938",,,,,"2.71450",
"2010-10-13","40.79155","38.54940","12.30306",,,,,"2.71238",
"2010-10-12","40.82113","38.36181","12.45529",,,,,"2.64239",
"2010-10-11","40.79011","38.33584","12.58949",,,,,"2.56880",
"2010-10-08","40.60396","38.43540","12.67030",,,,,"2.64239",
"2010-10-07","40.63426","38.46282","12.60681",,,,,"2.64456",
"2010-10-06","40.56283","38.53425","12.67824",,,,,"2.64456",
"2010-10-05","40.30668","38.24525","12.84340",,,,,"2.63993",
"2010-10-04","40.23525","38.24525","12.91482",,,,,"2.63993",
"2010-10-01","40.16382","38.24525","12.91482",,,,,"2.56851",
"2010-09-30","40.34472","38.25401","12.82412",,,,,"2.53849",
"2010-09-29","40.08835","38.08094","12.99638",,,,,"2.48754",
"2010-09-28","40.44749","38.13644","12.91644",,,,,"2.44666",
"2010-09-27","40.51821","37.92428","13.05789",,,,,"2.44666",
"2010-09-24","40.80392","37.78142","13.05789",,,,,"2.37523",
"2010-09-23","41.01609","37.78142","12.91644",,,,,"2.30451",
"2010-09-22","41.05794","37.75472","12.90706",,,,,"2.37450",
"2010-09-21","40.70079","37.61187","13.19278",,,,,,
"2010-09-20","40.88694","37.44087","13.11197",,,,,,
"2010-09-17","40.92807","37.34203","13.17546",,,,,,
"2010-09-16","41.07092","37.27060","13.03261",,,,,,
"2010-09-15","41.28523","37.37201","13.01968",,,,,,
"2010-09-14","41.28523","37.22915","13.01968",,,,,,
"2010-09-13","41.45839","37.11299","13.02834",,,,,,
"2010-09-12","41.45839","37.11299","13.09977",,,,,,
"2010-09-10","41.68577","37.25848","12.91903",,,,,,
"2010-09-09","41.64392","37.28590","12.78483",,,,,,
"2010-09-08","41.60220","37.31207","12.79473",,,,,,
"2010-09-07","41.70537","37.19518","12.80339",,,,,,
"2010-09-06","41.70537","37.12446","12.87411",,,,,,
"2010-09-05","41.60495","37.09830","13.00636",,,,,,
"2010-09-03","41.59632","37.18697","12.91215",,,,,,
"2010-09-01","41.62663","37.21367","12.99296",,,,,,
"2010-08-31","41.52549","37.18750","13.12591",,,,,,
"2010-08-27","41.35364","37.08990","13.40102",,,,,,
"2010-08-26","41.36579","37.10776","13.45317",,,,,,
"2010-08-25","41.22293","37.03633","13.66745",,,,,,
"2010-08-24","40.95076","36.70059","13.93319",,,,,,
"2010-08-23","41.05249","36.58370","13.94257",,,,,,
"2010-08-20","41.15291","36.39700","14.02249",,,,,,
"2010-08-19","41.15291","36.25270","14.09464",,,,,,
"2010-08-18","41.22434","36.32413","13.95178",,,,,,
"2010-08-17","41.08004","36.46843","13.95178",,,,,,
"2010-08-16","41.10975","36.42317","13.96168",,,,,,
"2010-08-15","41.21017","36.44933","13.90086",,,,,,
"2010-08-13","41.50451","36.43209","13.78079",,,,,,
"2010-08-12","41.27483","36.34894","14.02441",,,,,,
"2010-08-11","41.23310","36.30368","14.03431",,,,,,
"2010-08-10","41.40495","36.18699","14.04492",,,,,,
"2010-08-09","41.60926","36.02483","13.99277",,,,,,
"2010-08-08","41.82355","35.95340","13.92134",,,,,,
"2010-08-06","42.06541","36.11959","13.86123",,,,,,
"2010-08-04","41.92111","36.19174","14.00553",,,,,,
"2010-08-03","41.99254","36.04889","14.14839",,,,,,
"2010-08-02","42.10582","35.88006","14.28186",,,,,,
"2010-07-30","42.10582","35.66577","14.49615",,,,,,
"2010-07-28","42.07551","35.42407","14.70178",,,,,,
"2010-07-27","42.07551","35.28121","14.91606",,,,,,
"2010-07-26","42.07551","35.13835","15.05892",,,,,,
"2010-07-25","41.93266","35.20978","15.20178",,,,,,
"2010-07-23","42.03161","35.13398","15.11638",,,,,"2.28719",
"2010-07-22","41.96018","35.13398","15.25924",,,,,"2.21576",
"2010-07-21","41.74590","34.84827","15.47353",,,,,,
"2010-07-20","41.61231","34.86899","15.66712",,,,,,
"2010-07-19","41.49904","34.89424","15.82152",,,,,,
"2010-07-16","41.36393","34.76325","15.98689",,,,,,
"2010-07-15","41.40650","34.73655","15.97607",,,,,,
"2010-07-14","41.29322","34.68893","16.20334",,,,,,
"2010-07-13","40.97907","34.45204","16.54478",,,,,,
"2010-07-12","40.76478","34.38061","16.83050",,,,,,
"2010-07-09","40.33621","34.02347","17.40193",,,,,,
"2010-07-08","40.13291","33.84864","17.47586",,,,,,
"2010-07-07","39.70434","33.49150","18.11872",,,,,,
"2010-07-06","39.49006","33.27722","18.40443",,,,,,
"2010-07-05","39.37620","33.05232","18.80825",,,,,,
"2010-06-27","39.33291","32.78970","19.18054",,,,,,
"2010-06-25","39.11862","33.00398","19.39483",,,,,,
"2010-06-24","38.79189","32.88658","19.76329",,,,,,
"2010-06-23","38.40061","32.36449","20.56500",,,,,,
"2010-06-22","38.06923","31.97915","21.21597",,,,,,
"2010-06-21","37.64066","31.36011","22.07311",,,,,,
"2010-06-20","37.12719","30.98984","22.74587",,,,,,
"2010-06-18","36.97705","30.76244","23.22586",,,,,,
"2010-06-17","36.70560","30.31296","23.84326",,,,,,
"2010-06-11","36.56275","30.09867","24.20040",,,,,,
"2010-06-09","36.19462","29.77349","25.12647",,,,,,
"2010-05-31","36.11878","29.65014","25.32198",,,,,,
"2010-05-23","35.82891","29.16796","25.90516",,,,,,
"2010-05-21","35.41095","28.89126","26.57745",,,,,,
"2010-05-14","35.07377","28.55661","27.10825",,,,,,
"2010-05-13","34.93721","28.13611","27.59254",,,,,,
"2010-05-05","34.65149","27.77896","28.09254",,,,,,
"2010-05-04","34.44177","27.70438","28.35071",,,,,,
"2010-05-03","34.23333","27.62311","28.69004",,,,,,
"2010-05-02","34.06451","27.46007","28.86423",,,,,,
"2010-05-01","33.94399","27.41541","29.06130",,,,,,
"2010-04-30","33.62256","27.48684","29.23987",,,,,,
"2010-04-29","33.46544","27.50775","29.40819",,,,,,
"2010-04-28","33.54424","27.67031","29.17917",,,,,,
"2010-04-27","34.04424","28.02745","28.25059",,,,,,
"2010-04-26","34.16559","28.10772","27.81184",,,,,,
"2010-04-25","34.50302","28.48876","27.12662",,,,,,
"2010-04-24","34.79002","28.68422","26.38932",,,,,,
"2010-04-23","35.13478","28.99578","25.55767",,,,,,
"2010-04-22","35.48563","29.13057","25.00194",,,,,,
"2010-04-21","35.79394","29.11309","24.44800",,,,,,
"2010-04-20","36.13508","29.34127","23.70978",,,,,,
"2010-04-19","36.56082","29.60999","22.86444",,,,,,
"2010-04-18","37.07256","29.88142","22.00547",,,,,,
"2010-04-17","37.39127","30.27254","21.33693",,,,,,
"2010-04-16","37.89127","30.30826","20.69407",,,,,,
"2010-04-15","38.29575","30.42620","19.93244",,,,,,
"2010-04-14","38.49108","30.46326","19.70159",,,,,,
"2010-04-13","38.27679","30.43508","19.77301",,,,,,
"2010-04-12","38.36805","30.39460","19.54412",,,,,,
"2010-04-11","38.32050","30.28144","19.57474",,,,,,
"2010-04-10","38.28243","30.34006","19.48344",,,,,,
"2010-04-09","38.19231","30.32303","19.59909",,,,,,
"2010-04-08","37.90660","30.60874","19.38481",,,,,,
"2010-04-07","37.81257","30.91194","19.22447",,,,,,
"2010-04-06","37.66057","30.88945","19.06146",,,,,,
"2010-04-05","37.59716","30.91067","19.02341",,,,,,
"2010-04-03","37.43069","31.07843","19.17259",,,,,,
"2010-04-02","37.38524","31.03009","19.11560",,,,,,
"2010-04-01","37.23088","31.03130","19.03501",,,,,,
"2010-03-31","37.18354","31.05622","18.97521",,,,,,
"2010-03-30","37.33799","31.14231","18.86366",,,,,,
"2010-03-29","37.29326","31.26573","18.73307",,,,,,
"2010-03-28","37.27213","31.50234","18.81069",,,,,,
"2010-03-26","37.32030","31.50067","18.62049",,,,,,
"2010-03-25","37.27504","31.52331","18.70536",,,,,,
"2010-03-24","37.23837","31.46349","18.57766",,,,,,
"2010-03-23","37.38123","31.39206","18.57766",,,,,,
"2010-03-22","37.54111","31.27641","18.55046",,,,,,
"2010-03-19","37.71179","31.39057","18.58514",,,,,,
"2010-03-18","37.73867","31.55535","18.38429",,,,,,
"2010-03-17","37.84792","31.54111","18.20561",,,,,,
"2010-03-16","37.89338","31.51802","18.11975",,,,,,
"2010-03-15","37.90488","31.94538","17.98605",,,,,,
"2010-03-14","37.97631","32.15967","17.80748",,,,,,
"2010-03-12","37.80078","32.24015","17.78485",,,,,,
"2010-03-11","37.87293","32.16800","17.78485",,,,,,
"2010-03-10","37.91089","32.12097","17.78311",,,,,,
"2010-03-09","37.86272","32.12263","17.97331",,,,,,
"2010-03-08","38.06226","32.03286","17.81147",,,,,,
"2010-03-05","38.15333","32.10970","17.89494",,,,,,
"2010-03-04","38.22639","31.83798","18.01824",,,,,,
"2010-03-03","38.28079","31.66793","18.25973",,,,,,
"2010-03-02","38.30552","31.22327","18.35499",,,,,,
"2010-03-01","38.42009","30.98776","18.62656",,,,,,
"2010-02-28","38.42009","30.84491","18.84084",,,,,,
"2010-02-26","38.49152","30.77348","18.84084",,,,,,
"2010-02-25","38.63438","30.41634","18.91227",,,,,,
"2010-02-24","38.56295","30.27348","19.12656",,,,,,
"2010-02-23","38.73848","30.23404","18.92425",,,,,,
"2010-02-22","38.88278","29.65684","19.06855",,,,,,
"2010-02-21","39.01487","29.47940","19.17909",,,,,,
"2010-02-19","39.08630","29.40797","19.10766",,,,,,
"2010-02-18","39.17247","29.42632","19.12665",,,,,,
"2010-02-17","39.38676","29.21203","19.19808",,,,,,
"2010-02-11","39.49200","29.01737","19.23830",,,,,,
"2010-02-10","39.54640","29.08880","18.96962",,,,,,
"2010-02-07","39.66184","29.49933","18.74090",,,,,,
"2010-02-04","39.71899","29.54220","18.55302",,,,,,
"2010-01-31","39.64756","29.47077","18.48159",,,,,,
"2010-01-30","39.81928","28.98808","18.56745",,,,,,
